Application Id,Application Number,Office,Application Date,Publication Number,Publication Date,Publication Kind,IPC,Applicants,Inventors,Priority Data,Publication Language,Title,Designated States,Abstract,Related Patent Documents,Grant Number,Grant Date,CPC,Agents,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
CN417778387,202210602147,China,30.05.2022,117187270,08.12.2023,A,"C12N 15/54
					






C12N 9/12
					






C12N 15/82
					






A01H 5/00
					






A01H 6/46
					






C12N 15/113
					








C12N 15/54
					






C12N 9/12
					






C12N 15/82
					






A01H 5/00
					






A01H 6/46
					






C12N 15/113
					






View less classifications",CHINA AGRICULTURAL UNIVERSITY中国农业大学,CHEN LIMEI陈丽梅LI XIDONG李希东WU WEIHUA武维华WANG XIQING王喜庆,,,(EN) Corn gene ZmCPK28 and application thereof in regulation and control of plant growth and development and environmental stress(ZH) 玉米基因ZmCPK28及其在调控植物生长发育和环境胁迫中的应用,,"(EN) The invention discloses a corn gene ZmCPK28, an encoding protein thereof and application of the corn gene ZmCPK28 in regulation and control of plant growth and development and environmental stress. The invention proves that a drought-resistant and dwarf corn plant can be obtained by mutating the ZmCPK28 gene by using a CRISPR/Cas9 gene editing technology; through overexpression of the ZmCPK28 gene in corn, a corn plant with efficient utilization of nitrogen nutrition and high light damage resistance can be obtained.(ZH) 本发明公开了玉米基因ZmCPK28、其编码蛋白、及其在调控植物生长发育和环境胁迫中的应用。本发明证实了通过使用CRISPR/Cas9基因编辑技术突变ZmCPK28基因，可获得抗旱和矮杆的玉米植株；而通过在玉米中过表达ZmCPK28基因，可获得氮营养高效利用、耐高光损伤的玉米植株。",,,,,北京市金杜律师事务所 11256北京市金杜律师事务所 11256,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
CN419781600,202311277889,China,28.09.2023,117343161,05.01.2024,A,"C07K 14/78
					






C12N 15/82
					






C12N 5/10
					








C07K 14/78
					






C12N 15/82
					






C12N 5/10
					






View less classifications","JIYINMEIXINSHI LIFE TECHNOLOGY (SHANGHAI) CO., LTD.肌茵美信使酶生命科技（上海）有限公司",NIU XIANGYONG牛向勇,,,(EN) Method for obtaining high-activity and low-toxin type III collagen based on Cpf1 plant genome fixed-point editing(ZH) 基于Cpf1的植物基因组定点编辑获取高活低毒素三型胶原蛋白的方法,,"(EN) The invention discloses a method for obtaining high-activity and low-toxin type III collagen based on Cpf1 plant genome fixed-point editing, which comprises the following steps: designing a single guide RNA sequence; constructing a Cpf1 plasmid according to the RNA sequence; feeding the prepared plasmids into plant cells; screening the edited plant cells and verifying collagen expression; and performing functional analysis and toxicity evaluation on the type III collagen, and improving and optimizing the type III collagen. The Cpf1 has relatively high specificity in a CRISPR-Cas system, accurate fixed-point editing can be realized in a genome, an editing target can be accurately positioned to a required three-type collagen gene region, unnecessary editing is avoided, the three-type collagen gene can be optimized by genome editing, so that the expression level and the production efficiency of the three-type collagen gene are improved, and the Cpf1 has good application prospects. Type III collagen with more activity is generated in plant cells after editing, and Cpf1-based fixed-point editing can help to screen and improve edited products so as to ensure that the products show low toxicity in vivo and in vitro and reduce unnecessary toxicity or side effects.(ZH) 本发明公开了一种基于Cpf1的植物基因组定点编辑获取高活低毒素三型胶原蛋白的方法，包括，设计单导RNA序列；根据RNA序列构建Cpf1质粒；将制备好的质粒送入植物细胞；筛选编辑后的植物细胞并验证胶原蛋白表达；对三型胶原蛋白功能分析和毒性评估并改进优化。本发明Cpf1在CRISPR‑Cas系统中具有较高的特异性，能够在基因组中实现精确的定点编辑，可以精准地将编辑目标定位到所需的三型胶原蛋白基因区域，避免不必要的编辑，基因组编辑可以优化三型胶原蛋白基因，以提高其表达水平和生产效率，导致编辑后植物细胞中产生更多活性的三型胶原蛋白，基于Cpf1的定点编辑可以帮助筛选和改进编辑后的产物，以确保其在体内和体外表现出低毒性，减少不必要的毒性或副作用。",,,,,北京汇众通达知识产权代理事务所(普通合伙) 11622,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
CN414523158,202210440534,China,25.04.2022,116987701,03.11.2023,A,"C12N 15/29
					






C12N 15/84
					






C12N 15/113
					






A01H 5/00
					






A01H 6/20
					








C12N 15/29
					






C12N 15/84
					






C12N 15/113
					






A01H 5/00
					






A01H 6/20
					






View less classifications",NANJING AGRICULTURAL UNIVERSITY南京农业大学,LI YING李英ZHANG YUQI张宇祺YU ZHANGHONG虞章红LIU TONGKUN刘同坤ZHANG CHANGWEI张昌伟HOU XILIN侯喜林,,,(EN) Genetic engineering application of BcERF070 gene of non-heading Chinese cabbage(ZH) 不结球白菜BcERF070基因的基因工程应用,,"(EN) According to the application of the BcERF070 gene of the non-heading Chinese cabbage in regulating and controlling the Vc content of the non-heading Chinese cabbage, the research verifies the important role of the BcERF070 gene in the synthetic route of the Vc of the non-heading Chinese cabbage, a CRISPR/Cas9 gene editing vector is constructed and converted into the non-heading Chinese cabbage, compared with a non-transgenic plant, the BcERF070 gene sequence of the transgenic plant is subjected to base substitution, the Vc content of the plant is reduced, and the Vc content of the plant is reduced. Furthermore, the flowering time of the non-heading Chinese cabbage is advanced, the breeding period is shortened, the vegetable quality is improved, and a technical support is provided for creating new germplasm of the non-heading Chinese cabbage.(ZH) 不结球白菜BcERF070基因调控不结球白菜Vc含量中的应用，本研究验证了BcERF070基因在不结球白菜Vc合成途径中的重要作用，构建CRISPR/Cas9基因编辑载体并转化到不结球白菜中，与非转基因植株相比，转基因植株的BcERF070基因序列发生碱基替换，植株Vc含量随之下降，并进而实现了提早不结球白菜开花时间、缩短育种周期、提高蔬菜品质，为创造不结球白菜新种质提供技术支持。",,,,,南京天华专利代理有限责任公司 32218南京天华专利代理有限责任公司 32218,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
BR443788587,BR112024017602,Brazil,28.02.2023,US2023063398,28.02.2023,A2,"C12N 9/00
					






C12N 15/00
					






C12N 15/00
					








C12N 9/00
					






C12N 15/00
					






C12N 15/00
					






View less classifications","PAIRWISE PLANTS SERVICES, INC.",SHARON LEIGH GUFFYJOSEPH MATTHEW WATTS,"63/314,598 28.02.2022",,(PT) PROTEÍNAS EFETORAS CRISPR-CAS MODIFICADAS E SEUS MÉTODOS DE USO,,"(PT) PROTEÍNAS EFETORAS CRISPR-CAS MODIFICADAS E SEUS MÉTODOS DE USO. A presente invenção refere-se a proteínas modificadas e métodos de uso de tais proteínas. Também são descritos aqui complexos, composições e sistemas incluindo proteínas modificadas da presente invenção, cada um dos quais pode ser usado para modificar e/ou editar um ácido nucleico alvo. Uma proteína modificada da presente invenção pode ser uma enzima e/ou pode ser uma proteína de ligação ao DNA guiada por RNA.",,,,,"DANNEMANN, SIEMSEN, BIGLER & IPANEMA MOREIRA",,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
CN426769688,202310574414,China,19.05.2023,117737109,22.03.2024,A,"C12N 15/82
					






C12N 15/29
					






A01H 7/00
					








C12N 15/82
					






C12N 15/29
					






A01H 7/00
					






View less classifications",YANGZHOU UNIVERSITY扬州大学,LIU SI'AN刘思安CHU YIXUAN褚伊萱ZHANG HANYUE张瀚月WAN PENG万鹏WANG LI王莉,,,(EN) Ginkgo gene knockout vector based on CRISPR/Cas9 technology and application thereof(ZH) 一种基于CRISPR/Cas9技术的银杏基因敲除载体及其应用,,"(EN) The invention discloses a gingko gene knockout vector based on a CRISPR/Cas9 technology and application of the gingko gene knockout vector, the gingko gene knockout vector is a CRISPR/Cas9 knockout vector pYLCRISPR-AtU3d-AtU3b-AtU6-1-Cas9 vector, the vector takes a multi-element vector pYLCRISPR/Cas9 Pubi-N as a framework and is connected with an sgRNA element and a Cas9 element at the same time, and the sgRNA element comprises an sgRNA promoter and a target site sequence. The gingko gene knockout vector is constructed, the technical bottleneck that the gingko cannot be subjected to gene editing is broken through for the first time, a gingko plant with the flavone content increased by more than 3 times is obtained by utilizing the technology, a new variety conforming to human expectation can be cultivated through the technology, and the gingko gene knockout vector has important application value.(ZH) 本发明公开了一种基于CRISPR/Cas9技术的银杏基因敲除载体及其应用，所述银杏基因敲除载体为CRISPR/Cas9敲除载体pYLCRISPR‑AtU3d‑AtU3b‑AtU6‑1‑Cas9载体，该载体以多元载体pYLCRISPR/Cas9Pubi‑N为骨架，同时连入了sgRNA元件和Cas9元件，其中sgRNA元件包括sgRNA启动子和靶位点序列。本发明构建银杏基因敲除载体，首次突破了银杏无法进行基因编辑的技术瓶颈，利用该技术获得了黄酮含量提高3倍以上的银杏植株，银杏通过该技术可以培育出符合人类期望的新品种，具有重要的应用价值。",,,,,南京苏高专利商标事务所(普通合伙) 32204,,,,
CN418385121,202210654407,China,10.06.2022,117247437,19.12.2023,A,"C07K 14/415
					






C12N 15/29
					






C12N 15/82
					






A01H 5/02
					






A01H 6/82
					








C07K 14/415
					






C12N 15/29
					






C12N 15/82
					






A01H 5/02
					






A01H 6/82
					






View less classifications","INSTITUTE OF VEGETABLES AND FLOWERS, CHINESE ACADEMY OF AGRICULTURAL SCIENCES中国农业科学院蔬菜花卉研究所",CUI XIA崔霞SONG JIA宋佳SUN SHUAI孙帅LI REN李仁,,,(EN) Gene related to tomato flowering as well as encoding protein and application thereof(ZH) 与番茄开花相关的基因及其编码蛋白与应用,,"(EN) The invention discloses a gene related to tomato flowering as well as an encoding protein and application thereof. The invention specifically discloses a protein FTL2 with an amino acid sequence of SEQ ID No.1 and an application of a coding gene FTL2 (SEQ ID No.2) of the protein FTL2 in regulating and controlling the flowering time of plants. According to the invention, the gene edited tomato obtained by knocking out the FTL2 gene by using a CRISPR/Cas9 gene editing technology has the advantages that the flowering time is obviously advanced, the initial flowering node position is obviously reduced, and the purpose of premature delivery can be achieved. Experiments show that the FTL2 gene has the function of regulating and controlling the tomato flowering time, and the advancing of the tomato flowering time can be obviously promoted by inhibiting the expression of the FTL2 gene. The invention provides important functional genes and breeding materials for genetic improvement of tomato flowering phase regulation and control.(ZH) 本发明公开了与番茄开花相关的基因及其编码蛋白与应用。本发明具体地公开了氨基酸序列是SEQ ID No.1的蛋白质FTL2及其编码基因FTL2(SEQ ID No.2)在调控植物开花时间中的应用。本发明利用CRISPR/Cas9基因编辑技术对FTL2基因进行敲除得到的基因编辑番茄开花时间显著提前，始花节位显著降低，可达到早产的目的。实验表明FTL2基因具有调控番茄开花时间的功能，通过抑制FTL2基因的表达可以显著促进番茄开花时间的提前。本发明为番茄花期调控的遗传改良提供了重要的功能基因和育种材料。",,,,,北京纪凯知识产权代理有限公司 11245,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
CN395072475,202211104291,China,09.09.2022,115838757,24.03.2023,A,"C12N 15/84
					






C12N 15/113
					






C12N 15/29
					






A01H 5/00
					






A01H 6/20
					








C12N 15/84
					






C12N 15/113
					






C12N 15/29
					






A01H 5/00
					






A01H 6/20
					






View less classifications",YICHUN UNIVERSITY宜春学院,ZHI TIANTIAN支添添ZHOU ZHOU周舟,,,(EN) Method for creating brassica napus dwarfing material by using gene editing technology and application of brassica napus dwarfing material(ZH) 利用基因编辑技术创制甘蓝型油菜矮化材料的方法和应用,,"(EN) The invention belongs to the technical field of plant genetic engineering and biology, and particularly relates to a method for creating a brassica napus dwarfing material by utilizing a CRISPR/Cas9 gene editing technology and application. According to the method, a brassica napus BnaA06G0083400WE gene is edited by utilizing a CRISPR/Cas9 gene editing technology, so that a brassica napus dwarfing material is obtained; the nucleotide sequence of the coding gene mutant of the brassica napus dwarfing material is SEQ ID NO. 1. The brassica napus BnaA06G0083400WE gene is subjected to gene editing through a CRISPR/Cas9 gene editing technology, dwarfed brassica napus is obtained, and valuable gene resources and germplasm resources are provided for brassica napus breeding; the method has strong characteristics, is easy to obtain, is an effective way for realizing target character improvement and cultivating new materials, and can be applied to camellia oleifera breeding.(ZH) 本发明属于植物基因工程和生物技术领域，特别涉及一种利用CRISPR/Cas9基因编辑技术创制甘蓝型油菜矮化材料的方法和应用。该方法通过利用CRISPR/Cas9基因编辑技术编辑甘蓝型油菜BnaA06G0083400WE基因，获得甘蓝型油菜矮化材料；所述甘蓝型油菜矮化材料的编码基因突变体的核苷酸序列为SEQ ID NO.1。本发明通过CRISPR/Cas9基因编辑技术对甘蓝型油菜BnaA06G0083400WE基因进行基因编辑，得到矮化的甘蓝型油菜，为甘蓝型油菜育种提供宝贵的基因资源和种质资源；该方法特性强，容易获得，是实现目标性状改良，培育新材料的有效途径，可应用于油茶育种中。",,,,,南昌金轩知识产权代理有限公司 36129,,,,
CN322968871,202110085347,China,22.01.2021,112662687,16.04.2021,B,"C12N 15/54
					






C12N 15/82
					






A01H 5/02
					






A01H 6/46
					






C12N 15/113
					






C12Q 1/6895
					








C12N 15/54
					






C12N 15/82
					






A01H 5/02
					






A01H 6/46
					






C12N 15/113
					






C12Q 1/6895
					






View less classifications","HUAZHONG AGRICULTURAL UNIVERSITY华中农业大学JILIN ACADEMY OF AGRICULTURAL SCIENCES吉林省农业科学院WIMI BIOTECHNOLOGY (JIANGSU) CO., LTD.未米生物科技（江苏）有限公司",YAN JIANBING严建兵LIU XIANGGUO刘相国JIN MINLIANG金敏亮XU JIETING许洁婷LIU HAIJUN刘海军YIN YUEJIA尹悦佳HUANG LEI黄磊GUO JIA郭嘉HAN BAOZHU韩宝柱,,,"(EN) Method, kit and gene for postponing flowering phase of corn(ZH) 推迟玉米花期的方法、试剂盒、基因",,"(EN) The invention discloses a method, a kit and a gene capable of postponing the flowering phase of corn. The invention provides a method for editing a GRMZM2G044126 gene sequence by using a CRISPR-Cas9 method so as to delay blooming, and also discloses a mutant gene sequence having a late flowering character after editing. According to the invention, the MYST protein family coding gene GRMZM2G044126 of corn is mutated by using the CRISPR/Cas9 method, and the regulation and control effect of the GRMZM2G044126 gene on the flowering time of the corn is found. By utilizing the CRISPR/Cas9 gene editing method, the flowering time of the corn can be delayed, and the ecological adaptability of the corn to a specific planting area is improved. The invention also provides GRMZM2G044126 mutant genes of a gene editing plant with delayed flowering time, and the mutant genes can cause delay in flowering time of the corn and can be used for cultivating new varieties of late-flowering corn.(ZH) 本发明公开了一种能够推迟玉米花期的方法、试剂盒及基因。本发明提供了利用CRISPR‑Cas9方法编辑GRMZM2G044126基因序列，实现推迟开花的方法，同时公开了编辑后具有晚花性状的突变基因序列。本发明通过利用CRISPR/Cas9方法突变玉米MYST蛋白家族编码基因GRMZM2G044126，发现了GRMZM2G044126基因对玉米开花时间的调控作用。利用CRISPR/Cas9基因编辑的方法，可以推迟玉米的开花时间，提高玉米对特定种植区的生态适应性。本发明还提供了开花时间延迟的基因编辑植株的GRMZM2G044126突变基因，这些突变基因能够造成玉米开花时间延迟，可以用来培育晚花玉米新品种。",,112662687,26.09.2023,,咸宁鸿信专利代理事务所(普通合伙) 42249,,,,
