Application Id,Application Number,Office,Application Date_page,Grant Number,Grant Date,Applicants,Title_page,Priority Data,Related Patent Documents,International Application No.,International Filing Date,Application Date_list,Country,latitude,longitude,applicant_city_name,applicant_state_name,applicant_country_name,crop,Days Between Application and Grant,Granted,Application Year,Grant Year,Has Related Patent Documents,purpose
CN274818238,201780086843,China,2017-12-20,,,Kws Saat Sekws,"(EN) CONFERRING RESISTANCE TO GEMINIVIRUSES IN PLANTS IN ALTERNATIVE MANNER TO GENE DRIVE, USING CRISPR/CAS SYSTEMS(ZH) 使用CRISPR/CAS系统以可选方式进行基因驱动在植物中赋予对双生病毒的抗性","62/436,792 20.12.2016 US","CA3047829

US20190352653

BR112019012839

WO/2018/115202",,,,,51.8149087,9.884365,Einbeck,Niedersachsen,Germany,Crop plants,,False,2017.0,,True,Disease Resistance
WO2018115202,PCT/EP2017/083952,,,,,Kws Saat Se,"(EN) CONFERRING RESISTANCE TO GEMINIVIRUSES IN PLANTS IN ALTERNATIVE MANNER TO GENE DRIVE, USING CRISPR/CAS SYSTEMS(FR) MOYENS PERMETTANT DE CONFÉRER UNE RÉSISTANCE À DES GÉMINIVIRUS DANS DES PLANTES DE MANIÈRE ALTERNATIVE À UNE MANOEUVRE GÉNIQUE, À L'AIDE DE SYSTÈMES CRISPR/CAS","62/436,79220.12.2016US","C12N 15/8213
					






C12N 15/8283
					






C12N 2310/20
					








C12N 15/8213
					






C12N 15/8283
					






C12N 2310/20
					






View less classifications",PCT/EP2017/083952,20.12.2017,20.12.2017,World Intellectual Property Organization,51.8149087,9.884365,Einbeck,Niedersachsen,Germany,Crop plants,,False,,,True,Disease Resistance
WO2022232407,PCT/US2022/026754,,,,,Monsanto Technology Llc,(EN) PLANT REGULATORY ELEMENTS AND USES THEREOF(FR) ÉLÉMENTS RÉGULATEURS DE PLANTE ET LEURS UTILISATIONS,"63/182,28830.04.2021US63/295,06130.12.2021US","AU2022264019

CA3217328

BR112023020555

CN117242181

EP4330403

JP2024515777

NZ804298",PCT/US2022/026754,28.04.2022,28.04.2022,World Intellectual Property Organization,38.66369922,-90.57639294,Remington,Indiana,United States,Crop plants,,False,,,True,Gene Editing Systems Development
WO2018071362,PCT/US2017/055835,,,,,"Becker, James E.",(EN) GENERATING NORTHERN LEAF BLIGHT RESISTANT MAIZE(FR) GÉNÉRATION DE MAÏS RÉSISTANT À L'HELMINTHOSPORIOSE DU NORD,"62/407,86713.10.2016US","US3416802

CA3037560

CN109844121

BR112019007327

EP3525578

EA201990924

US20220275392

EA202292659

EP4242330

AR109941

UAa201904883This application is not viewable in PATENTSCOPE because the national phase entry has not been published yet or the national entry is issued from a country that does not share data with WIPO or there is a formatting issue or an unavailability of the application.

IN201917018418",PCT/US2017/055835,10.10.2017,10.10.2017,World Intellectual Property Organization,40.7794438,-73.9547643,New York,New York,United States,Corn/Maize,,False,,,True,Disease Resistance
WO2019120283,PCT/CN2018/122640,,,,,Ntd Patent And Trademark Agency Limited,(EN) METHOD FOR BASE EDITING IN PLANTS(FR) PROCÉDÉ D'ÉDITION DE BASES CHEZ LES PLANTES,201711393160.721.12.2017CN201810402244.028.04.2018CN,"CN110157727

US20200340002

EP3728600

BR112020010594

CA3091157",PCT/CN2018/122640,21.12.2018,21.12.2018,World Intellectual Property Organization,22.302027,114.178402,,Kowloon,Hong Kong,Crop plants,,False,,,True,Gene Editing Systems Development
WO2014194190,PCT/US2014/040220,,,,,The Penn State Research Foundation,(EN) GENE TARGETING AND GENETIC MODIFICATION OF PLANTS VIA RNA-GUIDED GENOME EDITING(FR) CIBLAGE GÉNIQUE ET MODIFICATION GÉNÉTIQUE DE VÉGÉTAUX PAR LE BIAIS DE L'ÉDITION DU GÉNOME GUIDÉE PAR L'ARN,"61/828,73730.05.2013US",US20150067922,PCT/US2014/040220,30.05.2014,30.05.2014,World Intellectual Property Organization,40.7992578,-77.8617846,State College,Pennsylvania,United States,Crop plants,,False,,,True,Gene Editing Systems Development
WO2024151633,PCT/US2024/010882,,,,,"Robigo, Inc.",(EN) PLANT MICROBES AND USES THEREOF(FR) MICROBES VÉGÉTAUX ET LEURS UTILISATIONS,"63/438,07210.01.2023US63/541,44829.09.2023US",,PCT/US2024/010882,09.01.2024,09.01.2024,World Intellectual Property Organization,41.8775365,12.5535792,Roma,Lazio,Italy,Crop plants,,False,,,False,Disease Resistance
WO2021234370,PCT/GB2021/051195,,,,,Oxford University Innovation Limited,(EN) ENHANCEMENT OF PRODUCTIVITY IN C3 PLANTS(FR) AMÉLIORATION DE LA PRODUCTIVITÉ DANS LES PLANTES C3,2007526.320.05.2020GB,"AU2021274120

BR112022023522

CA3178261

EP4153754

CN116157526

JP2023531153

US20230279419

BRGB2021051195

AR122124

IN202227066024",PCT/GB2021/051195,18.05.2021,18.05.2021,World Intellectual Property Organization,51.753007,-1.291241,,England,United Kingdom,Crop plants,,False,,,True,Yield Improvement
WO2021003954,PCT/CN2019/121178,,,,,"济南诚智商标专利事务所有限公司 Jinan Chengzhi Trademark & Patent Office Co., Ltd.",(EN) METHOD FOR ESTABLISHING RAPE NUCLEUS MALE STERILE LINE AND MAINTAINER LINE(FR) PROCÉDÉ D'ÉTABLISSEMENT D'UNE LIGNÉE STÉRILE MÂLE DE NOYAU DE COLZA ET LIGNE DE MAINTIEN(ZH) 一种创建油菜细胞核雄性不育系和保持系的方法,201910608113.208.07.2019CN,CN110157732,PCT/CN2019/121178,27.11.2019,27.11.2019,World Intellectual Property Organization,36.20547,117.67865,Ji Nan Shi,Shan Dong Sheng,China,Canola,,False,,,True,Yield Improvement
WO2021042228,PCT/CN2019/103934,,,,,Ntd Patent And Trademark Agency Limited,(EN) ABIOTIC STRESS TOLERANT PLANTS AND METHODS(FR) PLANTES ET PROCÉDÉS TOLÉRANTS AU STRESS ABIOTIQUE,,"CN114341359

US20220275384",PCT/CN2019/103934,02.09.2019,02.09.2019,World Intellectual Property Organization,22.302027,114.178402,,Kowloon,Hong Kong,Crop plants,,False,,,True,Drought Adaptation
WO2022114692,PCT/KR2021/017138,,,,,주식회사 툴젠 Toolgen Incorporated,(EN) METHOD FOR PRODUCING BROWNING-SUPPRESSED POTATO PLANT USING CRISPR/CAS9 SYSTEM(FR) PROCÉDÉ DE PRODUCTION D'UN PLANT DE POMME DE TERRE À BRUNISSEMENT SUPPRIMÉ À L'AIDE D'UN SYSTÈME CRISPR/CAS9(KO) CRISPR/Cas9 시스템을 이용한 갈변 억제 감자 식물체의 제조방법,10-2020-016047425.11.2020KR,"KR102272557

BRKR2021017138

CN116615535

EP4253541

AR124149

BR112023008309This application is not viewable in PATENTSCOPE because the national phase entry has not been published yet or the national entry is issued from a country that does not share data with WIPO or there is a formatting issue or an unavailability of the application.",PCT/KR2021/017138,22.11.2021,22.11.2021,World Intellectual Property Organization,37.4329779,126.8116866,Siheung-si,Gyeonggi-do,South Korea,Potatoes,,False,,,True,Other Genetic Improvement for Crop Traits
WO2020232660,PCT/CN2019/087910,,,,,Ntd Patent And Trademark Agency Limited,(EN) ABIOTIC STRESS TOLERANT PLANTS AND METHODS(FR) PLANTES TOLÉRANTES AU STRESS ABIOTIQUE ET PROCÉDÉS,,"CN114245823

US20220213499",PCT/CN2019/087910,22.05.2019,22.05.2019,World Intellectual Property Organization,22.302027,114.178402,,Kowloon,Hong Kong,Crop plants,,False,,,True,Drought Adaptation
CN353483961,202210110993,China,2022-01-29,114107372.0,2022-07-29,Biotechnology Research Institute Of Chinese Academy Of Agricultural Sciences,(EN) Method for increasing methionine content of grains through gene knockout(ZH) 一种通过基因敲除提高籽粒甲硫氨酸含量的方法,,US20230242930,,,,,39.959662,116.327333,,北京市,China,Corn/Maize,181.0,True,2022.0,2022.0,True,Yield Improvement
EP409873311,21898518,European Patent Office,2021-11-22,,,Toolgen Inc,(DE) VERFAHREN ZUR HERSTELLUNG EINER BRÄUNUNGSUNTERDRÜCKTEN KARTOFFELPFLANZE MIT CRISPR/CAS9-SYSTEM(EN) METHOD FOR PRODUCING BROWNING-SUPPRESSED POTATO PLANT USING CRISPR/CAS9 SYSTEM(FR) PROCÉDÉ DE PRODUCTION D'UN PLANT DE POMME DE TERRE À BRUNISSEMENT SUPPRIMÉ À L'AIDE D'UN SYSTÈME CRISPR/CAS9,1020200160474 25.11.2020 KR,"KR102272557

WO/2022/114692

BRKR2021017138

CN116615535

AR124149

BR112023008309This application is not viewable in PATENTSCOPE because the national phase entry has not been published yet or the national entry is issued from a country that does not share data with WIPO or there is a formatting issue or an unavailability of the application.",,,22.11.2021,European Patent Office,37.56913433,126.8291021,,,,Potatoes,,False,2021.0,,True,Other Genetic Improvement for Crop Traits
CN440333141,202410891464,China,2024-07-04,,,Anhui Agricultural University,(EN) ZmHLH2 gene for regulating included angle and plant height of corn leaves and application of ZmHLH2 gene(ZH) 一种调控玉米叶夹角和株高的ZmHLH2基因及其应用,,,,,,,31.860048,117.257372,He Fei Shi,An Hui Sheng,China,Corn/Maize,,False,2024.0,,False,Yield Improvement
CN321892911,202011500837,China,2020-12-18,,,"Institute Of Crop Science, Chinese Academy Of Agricultural Sciences",(EN) Method for obtaining Glycine max (Linn.) Merr. with high oleic acid content by GmFAD2-1A gene modified by CRISPR/Cas9(ZH) 利用CRISPR/Cas9修饰GmFAD2-1A基因获得高油酸含量大豆的方法,,,,,,,39.9628214,116.3269465,,Bei Jing Shi,China,Soybeans,,False,2020.0,,False,Other Genetic Improvement for Crop Traits
CN251329989,201910608113,China,2019-07-08,,,Shandong Crop Germplasm Center,(EN) Method for establishing rape nucleus male sterile line and maintainer line(ZH) 一种创建油菜细胞核雄性不育系和保持系的方法,,WO/2021/003954,,,,,36.62619,117.17238,Jinan,Shandong,China,Canola,,False,2019.0,,True,Other Genetic Improvement for Crop Traits
CN440607367,202410618898,China,2024-05-17,,,"Institute Of Crop Science, Chinese Academy Of Agricultural Sciences",(EN) Application of rice Os05g0498700 protein and coding gene thereof in improving abiotic stress resistance of plants(ZH) 水稻Os05g0498700蛋白及其编码基因在提高植物抗非生物胁迫中的用途,,,,,,,39.9628214,116.3269465,,Bei Jing Shi,China,Rice,,False,2024.0,,False,Other Genetic Improvement for Crop Traits
CN419869622,202311668978,China,2023-12-07,117363648.0,2024-03-29,"Sanya Research Institute, Chinese Academy Of Tropical Agricultural Sciences中国热带农业科学院三亚研究院Grain Research Institute, Hebei Academy Of Agriculture And Forestry Sciences",(EN) Expression and application of SvMOC1 gene for regulating tiller number of broomcorn plants(ZH) 一种用于调控黍亚科植物分蘖数的SvMOC1基因表达及应用,,,,,,,38.0363787,114.5635167,Shi Jia Zhuang Shi,He Bei Sheng,China,Sorghum,113.0,True,2023.0,2024.0,False,Yield Improvement
CN442933780,202411065317,China,2024-08-05,,,China National Rice Research Institute,"(EN) Rice grain fatty acid regulation gene KCS18, protein coded by same and application of rice grain fatty acid regulation gene KCS18(ZH) 水稻籽粒脂肪酸调控基因KCS18及其编码的蛋白质与应用",,,,,,,46.88572,130.28944,Jiamusi,Heilongjiang,China,Rice,,False,2024.0,,False,Other Genetic Improvement for Crop Traits
CN282395785,201910969503,China,2019-10-12,110684796.0,2021-08-03,Fujian Agriculture And Forestry University,(EN) Method for specifically knocking out soybean lipoxygenase gene by CRISPR-Cas9 and application of method(ZH) CRISPR-Cas9特异性敲除大豆脂肪氧化酶基因的方法及其应用,,,,,,,26.084946,119.239701,Fu Zhou Shi,Fu Jian Sheng,China,Soybeans,661.0,True,2019.0,2021.0,False,Other Genetic Improvement for Crop Traits
CN370182974,202210663020,China,2022-06-14,114736890.0,2022-10-04,"Institute Of Crop Science, Chinese Academy Of Agricultural Sciences",(EN) Application of rice chitinase and coding gene thereof in enhancing abiotic stress resistance of plants(ZH) 水稻几丁质酶及其编码基因在增强植物抗非生物胁迫中的用途,,,,,,,39.9628214,116.3269465,,Bei Jing Shi,China,Rice,112.0,True,2022.0,2022.0,False,Drought Adaptation
CN251542817,201910627648,China,2019-07-12,110194792.0,2021-09-14,Yunnan Institute Of Tobacco Agriculture Science,(EN) Transcription factor NtMYB44a capable of improving drought resistance of tobacco and site-directed mutation method and application thereof(ZH) 一种能提高烟草抗旱的转录因子NtMYB44a及其定点突变方法与应用,,,,,,,24.3492058,102.5505331,Yu Xi Shi,Yun Nan Sheng,China,Tobacco,795.0,True,2019.0,2021.0,False,Drought Adaptation
CN405936986,202310773251,China,2023-06-28,116515893.0,2023-09-08,Sanya Nanfan Research Institute Of Hainan University海南大学三亚南繁研究院Sanya Research Institute Of Hainan University,(EN) Application of OsbHLH6 gene and protein thereof in improving cold resistance of crops(ZH) OsbHLH6基因及其蛋白质在提高作物耐冷性的应用,,,,,,,18.2910908,109.4995686,San Ya Shi,Hai Nan Sheng,China,Rice,72.0,True,2023.0,2023.0,False,Cold Tolerance
CN429071255,202410195431,China,2024-02-22,,,Huang Jiahui,(EN) Asparagus stress resistance gene editing method(ZH) 一种芦笋抗逆性基因编辑方法,,,,,,,40.6332854,-74.0122981,,New York,United States,Asparagus,,False,2024.0,,False,Drought Adaptation
KR377005915,1020210043780,Republic of Korea,2021-04-05,102632726.0,2024-02-01,서울대학교산학협력단Seoul National University R&Db Foundation,(EN) OsWRKY5 GENE FOR CONTROLLING RESISTANCE TO ABIOTIC STRESS OF PLANTS AND USES THEREOF(KO) 식물체의 비생물적 스트레스 저항성을 조절하는 OsWRKY5 유전자 및 이의 용도,,,,,05.04.2021,South Korea,37.4648267,126.9571988,,Seoul,South Korea,Crop plants,1032.0,True,2021.0,2024.0,False,Drought Adaptation
WO2020063775,PCT/CN2019/108240,,,,,"中国农业科学院油料作物研究所 Oil Crops Research Institute, Chinese Academy Of Agricultural Sciences",(EN) METHOD FOR KNOCKING OUT BNMAX1 GENE IN BRASSICA NAPUS L. USING CRISPR-CAS9 SYSTEM AND APPLICATION(FR) PROCÉDÉ D'INACTIVATION PAR KNOCK OUT DU GÈNE BNMAX1 CHEZ BRASSICA NAPUS L. À L'AIDE DU SYSTÈME CRISPR-CAS9 ET SON APPLICATION(ZH) 利用CRISPR-Cas9系统敲除甘蓝型油菜BnMAX1基因的方法及应用,201811137314.027.09.2018CN,"CN109266646

AU2019345788",PCT/CN2019/108240,26.09.2019,26.09.2019,World Intellectual Property Organization,30.581532,114.344114,Wu Han Shi,Hu Bei Sheng,China,Canola,,False,,,True,Yield Improvement
WO2018107103,PCT/US2017/065438,,,,,"The Broad Institute, Inc.",(EN) CRISPR-SYSTEMS FOR MODIFYING A TRAIT OF INTEREST IN A PLANT(FR) SYSTÈMES CRISPR POUR MODIFIER UN CARACTÈRE D'INTÉRÊT CHEZ UNE PLANTE,"62/432,54309.12.2016US62/567,95904.10.2017US",US20190352652,PCT/US2017/065438,08.12.2017,08.12.2017,World Intellectual Property Organization,42.3628314,-71.0888228,Cambridge,Massachusetts,United States,Crop plants,,False,,,True,Gene Editing Systems Development
KR331526083,1020200160474,Republic of Korea,2020-11-25,102272557.0,2021-06-29,주식회사 툴젠,(EN) METHOD FOR PRODUCING POTATO PLANT WITH SUPPRESSED BROWNING USING CRISPR/CAS9 SYSTEM(KO) CRISPR/Cas9 시스템을 이용한 갈변 억제 감자 식물체의 제조방법,,"WO/2022/114692

BRKR2021017138

CN116615535

EP4253541

AR124149

BR112023008309This application is not viewable in PATENTSCOPE because the national phase entry has not been published yet or the national entry is issued from a country that does not share data with WIPO or there is a formatting issue or an unavailability of the application.",,,25.11.2020,South Korea,37.4329779,126.8116866,Siheung-si,Gyeonggi-do,South Korea,Potatoes,216.0,True,2020.0,2021.0,True,Other Genetic Improvement for Crop Traits
CN333771554,202110506582,China,2021-05-10,113201557.0,2023-04-07,"Rice Research Institute, Anhui Academy Of Agricultural Sciences",(EN) Method for guiding editing system to mediate crops to generate endogenous herbicide resistance(ZH) 一种引导编辑系统介导作物产生内源除草剂抗性的方法,,,,,,,31.8827699,117.2471304,He Fei Shi,An Hui Sheng,China,Crop plants,697.0,True,2021.0,2023.0,False,Pesticide Resistance
CN427808294,202311490649,China,2023-11-09,,,Fujian Agriculture And Forestry University,(EN) Rice blast resistance related gene OsEDC4 and application thereof(ZH) 一种水稻抗稻瘟病相关基因OsEDC4及其应用,,CN118879732,,,,,26.084946,119.239701,Fu Zhou Shi,Fu Jian Sheng,China,Rice,,False,2023.0,,True,Disease Resistance
CN442928104,202411116335,China,2024-08-14,,,Fujian Agriculture And Forestry University,(EN) Rice blast resistance related gene OsEDC4 and application thereof(ZH) 一种水稻抗稻瘟病相关基因OsEDC4及其应用,202311490649.1 09.11.2023 CN,CN117844817,,,,,26.084946,119.239701,Fu Zhou Shi,Fu Jian Sheng,China,Rice,,False,2024.0,,True,Disease Resistance
WO2023164553,PCT/US2023/063133,,,,,,(EN) COMPOSITIONS AND METHODS FOR SUPPRESSION OF FLOWERING IN SUGARCANE AND ENERGYCANE(FR) COMPOSITIONS ET PROCÉDÉS DE SUPPRESSION DE FLORAISON DE LA CANNE À SUCRE ET LA CANNE À ÉNERGIE,"63/268,57225.02.2022US",MX2024010443,PCT/US2023/063133,23.02.2023,23.02.2023,World Intellectual Property Organization,,,,,,"Sugarcane, Energycane",,False,,,True,Yield Improvement
WO2019129145,PCT/CN2018/124381,,,,,,(EN) FLOWERING TIME-REGULATING GENE CMP1 AND RELATED CONSTRUCTS AND APPLICATIONS THEREOF(FR) GÈNE CMP1 DE RÉGULATION DE L'ÉPOQUE DE FLORAISON ET CONSTRUCTIONS ASSOCIÉES ET APPLICATIONS CORRESPONDANTES,201711459345.328.12.2017CN,"CN109971763

CN111511916

US20210371868",PCT/CN2018/124381,27.12.2018,27.12.2018,World Intellectual Property Organization,,,,,,Crop plants,,False,,,True,Yield Improvement
WO2019000806,PCT/CN2017/111859,,,,,北京市农林科学院 Beijing Academy Of Agriculture And Forestry Sciences,"(EN) METHOD FOR CREATING MALE STERILITY LINE OF SOLANUM LYCOPERSICUM BY MEANS OF GENOME EDITING, AND APPLICATION THEREOF(FR) PROCÉDÉ DE CRÉATION D'UNE LIGNÉE MÂLE STÉRILE DE SOLANUM LYCOPERSICUM PAR ÉDITION DU GÉNOME, ET APPLICATION ASSOCIÉE(ZH) 一种通过基因组编辑创制番茄雄性不育系的方法及其应用",201710514085.929.06.2017CN,"CN109207505

US20210095308",PCT/CN2017/111859,20.11.2017,20.11.2017,World Intellectual Property Organization,40.0051991,116.3813791,,Beijing,China,Tomatoes,,False,,,True,Other Genetic Improvement for Crop Traits
CN409239756,202311044581,China,2023-08-18,116769799.0,2023-11-10,Nanchang University,(EN) Soybean mutant gene for improving yield of leguminous crops and application of soybean mutant gene(ZH) 一种提高豆科作物产量的大豆突变基因及其应用,,,,,,,28.683529,115.937347,Nan Chang Shi,,China,Soybeans,84.0,True,2023.0,2023.0,False,Yield Improvement
CN403176980,202310379008,China,2023-04-11,,,University Of Science And Technology Of China,(EN) Application of protein OsNLP4 in regulation and control of plant tillering(ZH) 蛋白质OsNLP4在植物分蘖调控中的应用,,,,,,,31.821994,117.28059,He Fei Shi,An Hui Sheng,China,"Rice, Corn, Wheat, Soybeans, Cotton",,False,2023.0,,False,Yield Improvement
